ISBN,Book-Title,Book-Author,Year-Of-Publication,Image-URL-L,pagesNumber,Rating
1854793152,Charlotte in Love,Brian Wilks,1999,http://images.amazon.com/images/P/1854793152.01.LZZZZZZZ.jpg,217,3.81
085345308X,Open Veins of Latin America; Five Centuries of the Pillage of a Continent,Eduardo H. Galeano,1974,http://images.amazon.com/images/P/085345308X.01.LZZZZZZZ.jpg,352,4.27
088776424X,Jacob Two-Two Meets the Hooded Fang (Jacob Two-Two Adventures (Paperback)),MORDECAI RICHLER,1997,http://images.amazon.com/images/P/088776424X.01.LZZZZZZZ.jpg,96,3.9
1550022970,Martensville: Truth or Justice,Frann Harris,1998,http://images.amazon.com/images/P/1550022970.01.LZZZZZZZ.jpg,400,2.5
014024316X,In search of a new left: Canadian politics after the neoconservative assault,James Laxer,1997,http://images.amazon.com/images/P/014024316X.01.LZZZZZZZ.jpg,240,3.78
031214816X,Bronte,Glyn Hughes,1996,http://images.amazon.com/images/P/031214816X.01.LZZZZZZZ.jpg,432,3.64
9051830610,Aspects Of Lyric In The Poetry Of Emily Bronte.(Costerus NS 70),Maureen Peeck-O'Toole,1988,http://images.amazon.com/images/P/9051830610.01.LZZZZZZZ.jpg,201,0.0
031201578X,A New Life of Charlotte Bronte,Tom Winnifrith,1988,http://images.amazon.com/images/P/031201578X.01.LZZZZZZZ.jpg,136,2.5
014003711X,In a free state,V. S Naipaul,1977,http://images.amazon.com/images/P/014003711X.01.LZZZZZZZ.jpg,246,3.5
031327665X,A Bibliography of the Manuscripts of Charolette Bronte,Christine Alexander,1982,http://images.amazon.com/images/P/031327665X.01.LZZZZZZZ.jpg,205,0.0
051720780X,Psychic Pets and Spirit Animals: True Stories from the Files of Fate Magazine,Not Applicable (Na ),2000,http://images.amazon.com/images/P/051720780X.01.LZZZZZZZ.jpg,272,3.73
093058838X,"The Harvest Gypsies: On the Road to \the Grapes of Wrath\""""",John Steinbeck,1996,http://images.amazon.com/images/P/093058838X.01.LZZZZZZZ.jpg,80,3.86
1844260445,Egg on Their Faces,Ella Burbridge,2002,http://images.amazon.com/images/P/1844260445.01.LZZZZZZZ.jpg,236,5.0
157061105X,The Good Times Are Killing Me,Lynda Barry,1999,http://images.amazon.com/images/P/157061105X.01.LZZZZZZZ.jpg,144,4.19
1586634518,Spark Notes The Pearl,John Steinbeck,2003,http://images.amazon.com/images/P/1586634518.01.LZZZZZZZ.jpg,80,2.0
1582293376,Once upon a Tandem (Where Your Faith Finds a Friend),Jay K. Payleitner,2003,http://images.amazon.com/images/P/1582293376.01.LZZZZZZZ.jpg,128,5.0
087805359X,Conversations With John Steinbeck (Literary Conversations Series (Cloth)),John Steinbeck,1988,http://images.amazon.com/images/P/087805359X.01.LZZZZZZZ.jpg,116,4.18
155778311X,Bombs Away: The Story of a Bomber Team,John Steinbeck,1990,http://images.amazon.com/images/P/155778311X.01.LZZZZZZZ.jpg,184,3.13
1580631576,In Search of Dr. Jekyll and Mr. Hyde,Raymond T. McNally,2000,http://images.amazon.com/images/P/1580631576.01.LZZZZZZZ.jpg,304,3.87
156639466X,The Whiz Kids and the 1950 Pennant (Baseball in America),Robin Roberts,1996,http://images.amazon.com/images/P/156639466X.01.LZZZZZZZ.jpg,390,4.4
1578061393,Talking With Michener,Lawrence Grobel,1999,http://images.amazon.com/images/P/1578061393.01.LZZZZZZZ.jpg,232,3.73
038523533X,Meditation in Motion,Susan Annette Muto,1986,http://images.amazon.com/images/P/038523533X.01.LZZZZZZZ.jpg,140,4.5
1879007363,Prelude to Passion: Journey of Love,Maureen McCarthy,1999,http://images.amazon.com/images/P/1879007363.01.LZZZZZZZ.jpg,84,0.0
1892112000,To Train Up A Child,Michael Pearl,1994,http://images.amazon.com/images/P/1892112000.01.LZZZZZZZ.jpg,122,2.94
1585741299,Delilah: A Novel about a U.S. Navy Destroyer and the Epic Struggles of Her Crew,Marcus Goodrich,2000,http://images.amazon.com/images/P/1585741299.01.LZZZZZZZ.jpg,526,3.8
088974078X,Prozac Highway: A Novel,Persinmmon Blackbridge,1997,http://images.amazon.com/images/P/088974078X.01.LZZZZZZZ.jpg,267,3.5700000000000003
1842750240,Politics and Progress: Renewing Democracy and Civil Society,David Blunkett,2002,http://images.amazon.com/images/P/1842750240.01.LZZZZZZZ.jpg,170,0.0
019283813X,L'Assommoir (Oxford World's Classics),Emile Zola,1999,http://images.amazon.com/images/P/019283813X.01.LZZZZZZZ.jpg,528,4.03
068981383X,AUTHOR TALK,Leonard S. Marcus,2000,http://images.amazon.com/images/P/068981383X.01.LZZZZZZZ.jpg,103,3.79
1853712817,Rosie's Quest,Ann Carroll,1994,http://images.amazon.com/images/P/1853712817.01.LZZZZZZZ.jpg,133,4.01
075090481X,Unfinished Novels (Pocket Classics),Charlotte Bronte,1993,http://images.amazon.com/images/P/075090481X.01.LZZZZZZZ.jpg,113,3.76
1582341095,Deepwater,Matthew F. Jones,2000,http://images.amazon.com/images/P/1582341095.01.LZZZZZZZ.jpg,304,2.76
1570424926,Jane Eyre (Cassette (1 Hr).),Charlotte Bronte,1998,http://images.amazon.com/images/P/1570424926.01.LZZZZZZZ.jpg,2,4.5
1578561523,The Shepherd's Voice,Robin Lee Hatcher,2000,http://images.amazon.com/images/P/1578561523.01.LZZZZZZZ.jpg,369,4.41
1568953518,Possessing the Secret of Joy (Wheeler Compass),Alice Walker,1996,http://images.amazon.com/images/P/1568953518.01.LZZZZZZZ.jpg,252,4.08
8426413080,Por LA Luz De LA Sonrisa De Mi Padre,Alice Walker,2002,http://images.amazon.com/images/P/8426413080.01.LZZZZZZZ.jpg,270,3.87
1564556700,Pema Chodron &amp; Alice Walker: In Conversation on the Meaning of Suffering and the Mystery of Joy,Pema Chodron,1999,http://images.amazon.com/images/P/1564556700.01.LZZZZZZZ.jpg,7,4.29
031023199X,Boomerang Joy,Barbara Johnson,2000,http://images.amazon.com/images/P/031023199X.01.LZZZZZZZ.jpg,230,4.26
1580170234,Let It Rot: The Gardener's Guide to Composting (Storey's Down-to-Earth Guides),Stu Campbell,1998,http://images.amazon.com/images/P/1580170234.01.LZZZZZZZ.jpg,160,3.86
1579213103,Baby Boot Camp : Surviving the First Six Weeks of Motherhood,Rebecca Ingram Powell,2000,http://images.amazon.com/images/P/1579213103.01.LZZZZZZZ.jpg,161,3.0
015227538X,Finding the Green Stone,Alice Walker,1991,http://images.amazon.com/images/P/015227538X.01.LZZZZZZZ.jpg,40,4.02
1579651348,Dreads,Francesco Mastalia,1999,http://images.amazon.com/images/P/1579651348.01.LZZZZZZZ.jpg,144,4.34
087596799X,Maria Rodale's Organic Gardening (Your Seasonal Companion to Creating a Beautiful and Delicious Organic Garden),Maria Rodale,1998,http://images.amazon.com/images/P/087596799X.01.LZZZZZZZ.jpg,352,3.66
1879960478,Banned,Alice Walker,1996,http://images.amazon.com/images/P/1879960478.01.LZZZZZZZ.jpg,112,4.01
1583220224,All Things Censored,Mumia Abu-Jamal,2000,http://images.amazon.com/images/P/1583220224.01.LZZZZZZZ.jpg,304,4.34
1565926617,MP3: The Definitive Guide,Scot Hacker,2000,http://images.amazon.com/images/P/1565926617.01.LZZZZZZZ.jpg,400,2.5
088419325X,Financial Boot Camp: How to Avoid America's Fifteen Consumer Land Mines,James L. Paris,1992,http://images.amazon.com/images/P/088419325X.01.LZZZZZZZ.jpg,232,4.0
1578560047,As Silver Refined: Learning to Embrace Life's Disappointments,Kay Arthur,1998,http://images.amazon.com/images/P/1578560047.01.LZZZZZZZ.jpg,288,4.41
1575662124,Double Murder (Bert &amp; Nan Tatum Mysteries (Paperback)),Barbara Taylor McCafferty,1997,http://images.amazon.com/images/P/1575662124.01.LZZZZZZZ.jpg,288,3.55
038533432X,A Little Book on Love,Jacob Needleman,2000,http://images.amazon.com/images/P/038533432X.01.LZZZZZZZ.jpg,176,3.87
044920636X,When Eight Bells Toll,Alistair MacLean,1983,http://images.amazon.com/images/P/044920636X.01.LZZZZZZZ.jpg,224,3.97
1568360401,The Executive Guide to Asia-Pacific Communications: Doing Business Across the Pacific,David L. James,1995,http://images.amazon.com/images/P/1568360401.01.LZZZZZZZ.jpg,326,0.0
1400063272,Trump: How to Get Rich,Donald J. Trump,2004,http://images.amazon.com/images/P/1400063272.01.LZZZZZZZ.jpg,244,3.37
1582431884,China Dog: And Other Tales from a Chinese Laundry,Judy Fong Bates,2002,http://images.amazon.com/images/P/1582431884.01.LZZZZZZZ.jpg,160,3.61
1882770099,Red-Tailed Boas (General Care and Maintenance of Series),Philippe De Vosjoli,1991,http://images.amazon.com/images/P/1882770099.01.LZZZZZZZ.jpg,48,3.29
082221735X,Every 17N Minutes the Crowd Goes Crazy!,Paul Zindel,2000,http://images.amazon.com/images/P/082221735X.01.LZZZZZZZ.jpg,42,3.19
1566913578,Rick Steves' Paris 2002,Rick Steves,2001,http://images.amazon.com/images/P/1566913578.01.LZZZZZZZ.jpg,320,4.36
1559210222,The Living Reed,Pearl S. Buck,1990,http://images.amazon.com/images/P/1559210222.01.LZZZZZZZ.jpg,480,4.11
1559211474,The House of Earth (Oriental Novels of Pearl S. Buck),Pearl S. Buck,1995,http://images.amazon.com/images/P/1559211474.01.LZZZZZZZ.jpg,722,4.42
1564402452,Contemporary West Coast Stories/a Collection of 20 Contemporary Short Stories,C. Michael Curtis,1993,http://images.amazon.com/images/P/1564402452.01.LZZZZZZZ.jpg,272,4.0
189477003X,In the Shadow of Kirinyaga: Novel,Sophia Mustafa,2002,http://images.amazon.com/images/P/189477003X.01.LZZZZZZZ.jpg,248,4.0
1571120696,We'Ve Got to Start Meeting Like This: A Guide to Successful Meeting Management,Roger K. Mosvick,1996,http://images.amazon.com/images/P/1571120696.01.LZZZZZZZ.jpg,294,4.0
087788563X,Miracles of Christmas,Miriam Mindeman,1997,http://images.amazon.com/images/P/087788563X.01.LZZZZZZZ.jpg,144,0.0
1558514368,Internetworking: A Guide to Network Communications,Mark Miller,1995,http://images.amazon.com/images/P/1558514368.01.LZZZZZZZ.jpg,530,2.0
1565845803,Pig Tails 'n Breadfruit: A Culinary Memoir,Austin Clarke,2000,http://images.amazon.com/images/P/1565845803.01.LZZZZZZZ.jpg,248,3.78
067164114X,Fidel and Religion: Castro Talks on Revolution and Religion With Frei Betto,Fidel Castro,1987,http://images.amazon.com/images/P/067164114X.01.LZZZZZZZ.jpg,314,4.0
068912094X,TRADING WITH THE ENEMY A YANKEE TRAVELS THROUGH CASTROS CUBA,Tom Miller,1992,http://images.amazon.com/images/P/068912094X.01.LZZZZZZZ.jpg,353,3.64
084880435X,Death in the Castle: A Novel,Pearl S. Buck,1988,http://images.amazon.com/images/P/084880435X.01.LZZZZZZZ.jpg,248,3.18
1559213035,All Men Are Brothers / Shui Hu Chuan,Shi Nai'an,2004,http://images.amazon.com/images/P/1559213035.01.LZZZZZZZ.jpg,720,4.14
1567185177,The Mars Venus Affair: Astrology's Sexiest Planets,Wendell Perry,2000,http://images.amazon.com/images/P/1567185177.01.LZZZZZZZ.jpg,455,3.5
1564020460,I Saw Esau: The Schoolchild's Pocket Book,Iona Opie,1992,http://images.amazon.com/images/P/1564020460.01.LZZZZZZZ.jpg,160,4.06
067168924X,Observing the Constellations,John Sanford,1989,http://images.amazon.com/images/P/067168924X.01.LZZZZZZZ.jpg,176,3.71
053107174X,The Hatmaker's Sign: A Story by Benjamin Franklin,Benjamin Franklin,2000,http://images.amazon.com/images/P/053107174X.01.LZZZZZZZ.jpg,40,3.89
068418981X,MOSCOW STATION,Ronald Kessler,1989,http://images.amazon.com/images/P/068418981X.01.LZZZZZZZ.jpg,305,3.54
1570761442,For the Good of the Rider,Mary Wanless,1998,http://images.amazon.com/images/P/1570761442.01.LZZZZZZZ.jpg,333,4.3
1931541876,Benjamin Franklin's Autobiographical Writings (Benjamin Franklin's Autobiographical Writings),Benjamin Franklin,2002,http://images.amazon.com/images/P/1931541876.01.LZZZZZZZ.jpg,416,3.83
1576750337,Empowerment Takes More Than a Minute,Ken Blanchard,1998,http://images.amazon.com/images/P/1576750337.01.LZZZZZZZ.jpg,126,3.73
1573225827,Prairie Reunion,Barbara J. Scot,1997,http://images.amazon.com/images/P/1573225827.01.LZZZZZZZ.jpg,336,3.14
014006799X,The Penguin Book of Horror Stories,J.A. Cuddon,1985,http://images.amazon.com/images/P/014006799X.01.LZZZZZZZ.jpg,607,3.73
039450125X,Scribble Scribble: Notes on the Media,Nora Ephron,1978,http://images.amazon.com/images/P/039450125X.01.LZZZZZZZ.jpg,157,3.71
039448259X,The Prisoner of Second Avenue,Neil Simon,1972,http://images.amazon.com/images/P/039448259X.01.LZZZZZZZ.jpg,87,3.58
047152543X,The Play Therapy Primer: An Integration of Theories and Techniques,Kevin J. O'Connor,1991,http://images.amazon.com/images/P/047152543X.01.LZZZZZZZ.jpg,384,3.93
1557041717,Neil Simon's Lost in Yonkers: The Illustrated Screenplay of the Film (Newmarket Pictorial Moviebooks (Paperback)),Neil Simon,1993,http://images.amazon.com/images/P/1557041717.01.LZZZZZZZ.jpg,160,3.87
1551664488,West End,Laura Van Wormer,1998,http://images.amazon.com/images/P/1551664488.01.LZZZZZZZ.jpg,601,3.58
094066948X,Neil Simon Scenes: Scenes from the Works of America's Foremost Playwright,Neil Simon,2000,http://images.amazon.com/images/P/094066948X.01.LZZZZZZZ.jpg,225,4.36
1569579059,THE WORLD IS ROUND (Little Barefoot Books),GERTRUDE STEIN,1993,http://images.amazon.com/images/P/1569579059.01.LZZZZZZZ.jpg,145,3.99
082175906X,Blushing Brides (Zebra Historical Romance),Valerie Kirkwood,1998,http://images.amazon.com/images/P/082175906X.01.LZZZZZZZ.jpg,287,3.91
1586633627,Spark Notes Wuthering Heights,Emily Bronte,2003,http://images.amazon.com/images/P/1586633627.01.LZZZZZZZ.jpg,80,3.44
1575664631,Dead in the Hay (Amanda Hazard Mysteries),Connie Feddersen,1999,http://images.amazon.com/images/P/1575664631.01.LZZZZZZZ.jpg,253,3.93
3895082597,Jane Eyre (Konemann Classics),Emily Bronte,1998,http://images.amazon.com/images/P/3895082597.01.LZZZZZZZ.jpg,533,4.13
1883013399,Time 75 Years 1923-1998: An Anniversary Celebration,Kelly Knauer,1998,http://images.amazon.com/images/P/1883013399.01.LZZZZZZZ.jpg,169,3.81
006096491X,Successful Telephone Selling in the '90s,Martin D. Shafiroff,1990,http://images.amazon.com/images/P/006096491X.01.LZZZZZZZ.jpg,208,4.17
8481301876,Cumbres Borrascosas,Emily Bronte,2001,http://images.amazon.com/images/P/8481301876.01.LZZZZZZZ.jpg,318,3.86
081445979X,Business Writing Quick and Easy,Laura Brill,1989,http://images.amazon.com/images/P/081445979X.01.LZZZZZZZ.jpg,200,2.67
1570421161,Wuthering Heights,Emily Bronte,1994,http://images.amazon.com/images/P/1570421161.01.LZZZZZZZ.jpg,0,0.0
1881802019,Soar with the Eagles,Charles S. Lauer,1993,http://images.amazon.com/images/P/1881802019.01.LZZZZZZZ.jpg,236,4.0
1568843895,Selling for Dummies,Tom Hopkins,1995,http://images.amazon.com/images/P/1568843895.01.LZZZZZZZ.jpg,360,3.53
088730978X,How Hits Happen: Forecasting Predictability in a Chaotic Marketplace,Winslow Farrell,2000,http://images.amazon.com/images/P/088730978X.01.LZZZZZZZ.jpg,272,3.41
082177610X,Sheer Pleasures,Stella Cameron,2003,http://images.amazon.com/images/P/082177610X.01.LZZZZZZZ.jpg,384,3.66
3423306440,Freiheit ist mehr als ein Wort. Eine Lebensbilanz 1921-1996.,Hildegard Hamm-BrÃ?Â¼cher,1997,http://images.amazon.com/images/P/3423306440.01.LZZZZZZZ.jpg,499,0.0
1859581757,Folk Tales of the North American Indian,Henry Schoolcraft,1996,http://images.amazon.com/images/P/1859581757.01.LZZZZZZZ.jpg,303,3.62
3492224598,Der Gefuhlsmensch,Javier Marias,1996,http://images.amazon.com/images/P/3492224598.01.LZZZZZZZ.jpg,177,3.7
342313111X,EGO.,John von DÃ?Â¼ffel,2003,http://images.amazon.com/images/P/342313111X.01.LZZZZZZZ.jpg,253,3.23
1593300069,Immortality Machine,Paul Kieniewicz,2003,http://images.amazon.com/images/P/1593300069.01.LZZZZZZZ.jpg,296,3.67
087770595X,Four Girls on a Homestead (Local History Paper 3),Carol Ryrie Brink,1998,http://images.amazon.com/images/P/087770595X.01.LZZZZZZZ.jpg,38,4.25
087422098X,A Chain of Hands (Washington State University Press Reprint),Carol Ryrie Brink,1993,http://images.amazon.com/images/P/087422098X.01.LZZZZZZZ.jpg,200,4.0
1570760381,The Natural Rider: A Right-Brain Approach to Riding,Mary Wanless,1995,http://images.amazon.com/images/P/1570760381.01.LZZZZZZZ.jpg,320,4.27
1567230644,The Bird's Nest,Shirley Jackson,1993,http://images.amazon.com/images/P/1567230644.01.LZZZZZZZ.jpg,276,3.74
3423128801,Mein Jahrhundert / My Century,Gunter Grass,2001,http://images.amazon.com/images/P/3423128801.01.LZZZZZZZ.jpg,388,3.47
039912442X,Red Dragon,Thomas Harris,1981,http://images.amazon.com/images/P/039912442X.01.LZZZZZZZ.jpg,352,4.03
155817088X,Dark Advent,Brian Hodge,1988,http://images.amazon.com/images/P/155817088X.01.LZZZZZZZ.jpg,448,3.84
080521089X,Fragments: Memories of a Wartime Childhood,Binjamin Wilkomirski,1997,http://images.amazon.com/images/P/080521089X.01.LZZZZZZZ.jpg,160,3.22
078680906X,I'm Not Bobby,Jules Feiffer,2001,http://images.amazon.com/images/P/078680906X.01.LZZZZZZZ.jpg,32,3.44
051715045X,Three Complete Novels of Royalty and Romance,Barbara Cartland,1996,http://images.amazon.com/images/P/051715045X.01.LZZZZZZZ.jpg,457,3.44
068982694X,Friends Everywhere (Angelwings),Donna Jo Napoli,1999,http://images.amazon.com/images/P/068982694X.01.LZZZZZZZ.jpg,96,3.33
051507649X,The Storms of Love (Camfield Novel of Love),Barbara Cartland,1984,http://images.amazon.com/images/P/051507649X.01.LZZZZZZZ.jpg,192,3.45
006447240X,Turning Seventeen #4: Show Me Love (Turning Seventeen),Elizabeth Craft,2000,http://images.amazon.com/images/P/006447240X.01.LZZZZZZZ.jpg,208,3.0
078670733X,The Rose Grower,Michelle De Kretser,2000,http://images.amazon.com/images/P/078670733X.01.LZZZZZZZ.jpg,448,3.37
1880656345,Little Adventures in Tokyo: 39 Thrills for the Urban Explorer,Rick Kennedy,1998,http://images.amazon.com/images/P/1880656345.01.LZZZZZZZ.jpg,176,3.9
1901903109,Rediscovering the Old Tokaido: In the Footsteps of Hiroshige,Patrick Carey,2000,http://images.amazon.com/images/P/1901903109.01.LZZZZZZZ.jpg,148,3.67
1885478720,The Little Pretender (Romantic Times Classics),Barbara Cartland,1999,http://images.amazon.com/images/P/1885478720.01.LZZZZZZZ.jpg,286,3.43
060960239X,Birds on the Couch: The Bird Shrink's Guide to Keeping Polly from Going Crackers and You Out of the Cuckoo's Nest,Ruth Hanessian,1998,http://images.amazon.com/images/P/060960239X.01.LZZZZZZZ.jpg,149,3.8
042518191X,You've Got Murder,Donna Andrews,2002,http://images.amazon.com/images/P/042518191X.01.LZZZZZZZ.jpg,298,3.63
051788738X,Always Kiss Me Good Night : Instructions on Raising the Perfect Parent by 147 Kids Who Know,J. S. Salt,1997,http://images.amazon.com/images/P/051788738X.01.LZZZZZZZ.jpg,128,4.0
1880656612,The Donald Richie Reader: 50 Years of Writing on Japan,Donald Richie,2001,http://images.amazon.com/images/P/1880656612.01.LZZZZZZZ.jpg,276,3.88
075050904X,The Ghost Who Fell in Love (Magna General Series),Barbara Cartland,1996,http://images.amazon.com/images/P/075050904X.01.LZZZZZZZ.jpg,230,3.48
039304694X,The Pearly Gates of Cyberspace: A History of Space from Dante to the Internet,Margaret Wertheim,1999,http://images.amazon.com/images/P/039304694X.01.LZZZZZZZ.jpg,336,3.5
1566492815,Elements of Italy,Lisa St. Aubin De Teran,2004,http://images.amazon.com/images/P/1566492815.01.LZZZZZZZ.jpg,240,4.0
1865081140,The Whites of Their Eyes,David Leser,2000,http://images.amazon.com/images/P/1865081140.01.LZZZZZZZ.jpg,296,3.0
1558535837,Shark: The Biography of Greg Norman,Lauren St. John,1998,http://images.amazon.com/images/P/1558535837.01.LZZZZZZZ.jpg,288,3.43
059044171X,Undying Glory: The Story of the Massachusetts 54th Regiment (Scholastic Biography),Clinton Cox,1993,http://images.amazon.com/images/P/059044171X.01.LZZZZZZZ.jpg,167,3.76
156711086X,Steven Jobs &amp; Stephen Wozniak: Creating the Apple Computer (Partners),Keith Elliot Greenberg,1994,http://images.amazon.com/images/P/156711086X.01.LZZZZZZZ.jpg,47,4.67
1575664763,Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Hardcover)),Leslie Meier,1999,http://images.amazon.com/images/P/1575664763.01.LZZZZZZZ.jpg,232,3.83
038519269X,Romance of Food,Barbara Cartland,1984,http://images.amazon.com/images/P/038519269X.01.LZZZZZZZ.jpg,176,4.5
1581342357,The Adventures of Nathan T. Riggins: Three Books in One (Adventures of Nathan T. Riggins),Stephen A. Bly,2001,http://images.amazon.com/images/P/1581342357.01.LZZZZZZZ.jpg,365,4.35
1577487923,Lessons of the Heart: Four Novellas in Which Modern Teachers Learn About Love,Linda Goodnight,2000,http://images.amazon.com/images/P/1577487923.01.LZZZZZZZ.jpg,346,3.68
1883846560,Edgar Rice Burroughs: Creator of Tarzan (World Writers),William J. Boerst,2000,http://images.amazon.com/images/P/1883846560.01.LZZZZZZZ.jpg,112,3.67
1883846501,Washington Irving: Storyteller for a New Nation (World Writers),David R. Collins,2000,http://images.amazon.com/images/P/1883846501.01.LZZZZZZZ.jpg,112,3.5
067100526X,Monarch Notes on Classical Economists,Arthur Mitchell,1984,http://images.amazon.com/images/P/067100526X.01.LZZZZZZZ.jpg,272,3.69
1850573522,Lovers in Paradise (Magna Large Print Series),Barbara Cartland,1989,http://images.amazon.com/images/P/1850573522.01.LZZZZZZZ.jpg,290,3.0
155821349X,Safe Travel in Bear Country,Gary Brown,1996,http://images.amazon.com/images/P/155821349X.01.LZZZZZZZ.jpg,152,4.0
2020091410,Les Aventures D'Adrian Mole,J. Secret,1998,http://images.amazon.com/images/P/2020091410.01.LZZZZZZZ.jpg,237,3.88
1578562791,Holy Humor (The Holy Humor Series),Cal Samra,1999,http://images.amazon.com/images/P/1578562791.01.LZZZZZZZ.jpg,240,3.6
034525483X,Princess Bride,Goldman,1977,http://images.amazon.com/images/P/034525483X.01.LZZZZZZZ.jpg,283,4.26
8571647127,Verdade tropical,Caetano Veloso,1997,http://images.amazon.com/images/P/8571647127.01.LZZZZZZZ.jpg,528,3.99
1577781015,The Princess Within: Restoring the Soul of a Woman,Serita Ann Jakes,1999,http://images.amazon.com/images/P/1577781015.01.LZZZZZZZ.jpg,215,4.32
2227137355,L'art du voyage: Un regard (plutÃ´t...) politique sur l'autre et l'ailleurs,Jean Chesneaux,1999,http://images.amazon.com/images/P/2227137355.01.LZZZZZZZ.jpg,286,4.0
2253067423,Manuel,EpictÃ?Â¨te,2000,http://images.amazon.com/images/P/2253067423.01.LZZZZZZZ.jpg,224,4.24
1559349689,But I Thought You MeantÂ¿ Misunderstandings In Human Communication,Julia  Wood,1997,http://images.amazon.com/images/P/1559349689.01.LZZZZZZZ.jpg,295,5.0
2020285398,Kennedy et moi: Roman,Jean-Paul Dubois,1996,http://images.amazon.com/images/P/2020285398.01.LZZZZZZZ.jpg,203,3.85
2764600712,Un dimanche Ã  la piscine Ã  Kigali: Roman,Gil Courtemanche,2000,http://images.amazon.com/images/P/2764600712.01.LZZZZZZZ.jpg,284,3.94
030710558X,Bunny Special Dream (Little Super Shape),KATE GLEESON,1994,http://images.amazon.com/images/P/030710558X.01.LZZZZZZZ.jpg,24,4.0
068815526X,Behold...the Dragons!,Gail Gibbons,1999,http://images.amazon.com/images/P/068815526X.01.LZZZZZZZ.jpg,32,3.78
042509975X,The New Roget's Thesaurus: In Dictionary Form,Norman Lewis,1992,http://images.amazon.com/images/P/042509975X.01.LZZZZZZZ.jpg,496,3.97
080755510X,The Mystery of the Star Ruby (Boxcar Children Mysteries),Gertrude Chandler Warner,2002,http://images.amazon.com/images/P/080755510X.01.LZZZZZZZ.jpg,128,3.92
1561791024,Adventures In Odyssey Fiction Series #3: Secret Cave Of Robinwood,Paul McCusker,1992,http://images.amazon.com/images/P/1561791024.01.LZZZZZZZ.jpg,112,3.75
078623962X,A Duke in Danger (Thorndike Paperback),Barbara Cartland,2002,http://images.amazon.com/images/P/078623962X.01.LZZZZZZZ.jpg,205,3.34
067942167X,Home (Chic Simple),Julie V. Iovine,1993,http://images.amazon.com/images/P/067942167X.01.LZZZZZZZ.jpg,192,3.83
067187215X,The CRUSADE OF THE FLAMING SWORD (HARDY BOYS 131) : THE CRUSADE OF THE FLAMING SWORD (Hardy Boys),Franklin W. Dixon,1995,http://images.amazon.com/images/P/067187215X.01.LZZZZZZZ.jpg,152,3.7
080270378X,The story of Anna O,Lucy Freeman,1972,http://images.amazon.com/images/P/080270378X.01.LZZZZZZZ.jpg,268,3.39
033036944X,The National Army Museum Book of the Boer War,Field Marshal Lord Carver,2000,http://images.amazon.com/images/P/033036944X.01.LZZZZZZZ.jpg,352,3.69
1558680896,Culture Shock!: Philippines,Alfredo Roces,1992,http://images.amazon.com/images/P/1558680896.01.LZZZZZZZ.jpg,248,3.55
1859844103,The Assassination of Lumumba,Ludo De Witte,2003,http://images.amazon.com/images/P/1859844103.01.LZZZZZZZ.jpg,232,3.96
1557382972,12 Simple Steps To A Winning Marketing Plan,Geraldine A. Larkin,1992,http://images.amazon.com/images/P/1557382972.01.LZZZZZZZ.jpg,217,3.0
1577193679,Sophia Loren's Recipes and Memories,Sophia Loren,1998,http://images.amazon.com/images/P/1577193679.01.LZZZZZZZ.jpg,209,4.19
156647518X,Hawaii's Best Local Desserts,Jean Watanabe Hee,2001,http://images.amazon.com/images/P/156647518X.01.LZZZZZZZ.jpg,118,4.43
1566473365,Hawaii's Best Mochi Recipes,Jean Watanabe Hee,2000,http://images.amazon.com/images/P/1566473365.01.LZZZZZZZ.jpg,112,3.86
9812180060,Dream of the Red Chamber,Hsueh Chin Tsao,1996,http://images.amazon.com/images/P/9812180060.01.LZZZZZZZ.jpg,574,4.14
1565123077,Clay's Quilt: A Novel,Silas D. House,2001,http://images.amazon.com/images/P/1565123077.01.LZZZZZZZ.jpg,292,3.97
1889876011,Flippin': Filipinos on America,Luis Francia,1996,http://images.amazon.com/images/P/1889876011.01.LZZZZZZZ.jpg,392,4.31
1890159387,The Seductive Art of Japanese Bondage,Midori,2001,http://images.amazon.com/images/P/1890159387.01.LZZZZZZZ.jpg,163,4.15
1584190051,Bondage,Masquerade Staff,1999,http://images.amazon.com/images/P/1584190051.01.LZZZZZZZ.jpg,570,3.0
068983960X,Dogsong,Gary Paulsen,2000,http://images.amazon.com/images/P/068983960X.01.LZZZZZZZ.jpg,192,3.67
076534050X,Never Enough,Harold Robbins,2002,http://images.amazon.com/images/P/076534050X.01.LZZZZZZZ.jpg,416,3.46
9715420400,12 Philippine Women Writers (Philippine writers series),Amelia Lapena-Bonifacio,1995,http://images.amazon.com/images/P/9715420400.01.LZZZZZZZ.jpg,136,5.0
067988792X,Skinnybones,Barbara Park,1997,http://images.amazon.com/images/P/067988792X.01.LZZZZZZZ.jpg,160,3.96
1881943135,The Compleat Slave: Creating and Living an Erotic Dominant/Submissive Lifestyle,Jack Rinella,2002,http://images.amazon.com/images/P/1881943135.01.LZZZZZZZ.jpg,167,3.74
1550745395,The Kids Campfire Book,Jane Drake,1998,http://images.amazon.com/images/P/1550745395.01.LZZZZZZZ.jpg,128,3.79
1573441554,Erotic Travel Tales 2,Mitzi Szereto,2003,http://images.amazon.com/images/P/1573441554.01.LZZZZZZZ.jpg,225,3.14
